"productCode","name","price","description","imageURL","unit","Category code","Group code"
"","NIVEA DEO SILVER PROTECT SPRAY 150ML",299,"NIVEA DEO SILVER PROTECT SPRAY 150ML","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM04811.jpg","cope","",""
"","WILKINSON BRISQE RROJE EXTRA 2 SENSITIVE .TS24's",69,"WILKINSON BRISQE RROJE EXTRA 2 SENSITIVE .TS24's","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm17097-1.jpg","cope","",""
"","NIVEA DEO ROLL ON DEEP 50ML",299,"NIVEA DEO ROLL ON DEEP 50ML","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM27057.jpg","cope","",""
"","NIVEA INVISIBLE BLACK & WHITE FOR MEN 150 ML",299,"NIVEA INVISIBLE BLACK & WHITE FOR MEN 150 ML","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM24649.jpg","cope","",""
"","NIVEA DEO SPRY DEEP 150ML",299,"NIVEA DEO SPRY DEEP 150ML","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM27058.png","cope","",""
"","ALMOND - LETRA TE LAGURA 56&1",199,"ALMOND - LETRA TE LAGURA 56&1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26777.jpg","cope","",""
"","ALMOND DUOPACK - LETRA TE LAGURA",319,"ALMOND DUOPACK - LETRA TE LAGURA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26778.jpg","cope","",""
"","HIGI - LETRA TE LAGURA  54&1 MARIGOLD",69,"HIGI - LETRA TE LAGURA  54&1 MARIGOLD","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26773.jpg","cope","",""
"","HIGI - LETRA TE LAGURA 72 pc",89,"HIGI - LETRA TE LAGURA 72 pc","https://bli.ecomarket.al/wp-content/uploads/2021/04/sm26774.jpg","cope","",""
"","MALIZIA LETRA TE LAGURA ALOE VERA 72PCS",145,"MALIZIA LETRA TE LAGURA ALOE VERA 72PCS","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM30476.png","cope","",""
"","MALIZIA LETRA TE LAGURA PER FEMIJE 72PCS",145,"MALIZIA LETRA TE LAGURA PER FEMIJE 72PCS","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM30477.png","cope","",""
"","VIOLETA CHAMOMILE - LETRA TE LAGURA  80&1",229,"VIOLETA CHAMOMILE - LETRA TE LAGURA  80&1","https://bli.ecomarket.al/wp-content/uploads/2020/04/violeta-leter-e-lagur-801.png","cope","",""
"","VIOLETA LETER E LAGUR TUALETI  PER FEMIJE 60/1 8",199,"VIOLETA LETER E LAGUR TUALETI  PER FEMIJE 60/1 8","https://bli.ecomarket.al/wp-content/uploads/2020/03/violeta4.png","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 36 5JUNIOR 11-25 NR 5",1099,"VIOLETA PELENA DOUBLE CARE AIR DRY 36 5JUNIOR 11-25 NR 5","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26794.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 44 MAXI 7-18KG NR 4",1099,"VIOLETA PELENA DOUBLE CARE AIR DRY 44 MAXI 7-18KG NR 4","https://bli.ecomarket.al/wp-content/uploads/2020/03/violeta2.png","cope","",""
"","VIOLETA LETRA TE LAGURA 56&1 WATER CARE",199,"VIOLETA LETRA TE LAGURA 56&1 WATER CARE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26781.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 48 JUN.PL. 11-25 NR 6",1249,"VIOLETA PELENA DOUBLE CARE AIR DRY 48 JUN.PL. 11-25 NR 6","https://bli.ecomarket.al/wp-content/uploads/2021/04/sm26798.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 52 3 MIDI 4-9KG NR 3",1199,"VIOLETA PELENA DOUBLE CARE AIR DRY 52 3 MIDI 4-9KG NR 3","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26792.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 52 JUNIOR 11-25 NR 5",1249,"VIOLETA PELENA DOUBLE CARE AIR DRY 52 JUNIOR 11-25 NR 5","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26797.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 56 MAXI PLUS VEL NR 4+",1249,"VIOLETA PELENA DOUBLE CARE AIR DRY 56 MAXI PLUS VEL NR 4+","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26796.jpg","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 60 MAXI 7-18KG NR 4",1249,"VIOLETA PELENA DOUBLE CARE AIR DRY 60 MAXI 7-18KG NR 4","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26795.jpg","cope","",""
"","VIOLETA SENSITIVE - LETRA TE LAGURA 64&1",209,"VIOLETA SENSITIVE - LETRA TE LAGURA 64&1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sensitive-care-641violeta-1.jpg","cope","",""
"","VIOLETA SOFTLOTION - LETRA TE LAGURA 72&1",209,"VIOLETA SOFTLOTION - LETRA TE LAGURA 72&1","https://bli.ecomarket.al/wp-content/uploads/2020/04/violeta-softlotion-721-1.png","cope","",""
"","VIOLETA PELENA DOUBLE CARE AIR DRY 64 2 MINI 3-6KG NR 2",1199,"VIOLETA PELENA DOUBLE CARE AIR DRY 64 2 MINI 3-6KG NR 2","https://bli.ecomarket.al/wp-content/uploads/2021/04/sm26791.jpg","cope","",""
"","DANALAC BISKOTA PER FEMIJE GRURI 120GR",219,"DANALAC BISKOTA PER FEMIJE GRURI 120GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30103.jpg","cope","",""
"","DANALAC BISKOTA PER FEMIJE ME BANANE 120GR",219,"DANALAC BISKOTA PER FEMIJE ME BANANE 120GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30104.jpg","cope","",""
"","DANALAC KREM 5DRITHERAT (GRUREMISERORIZELBTHEKER) 250 GR",499,"DANALAC KREM 5DRITHERAT (GRUREMISERORIZELBTHEKER) 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30102.jpg","cope","",""
"","DANALAC KREM GRURI DHE 5 FRUTA",409,"DANALAC KREM GRURI DHE 5 FRUTA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30100.jpg","cope","",""
"","DANALAC KREM ORIZI 250 GR",379,"DANALAC KREM ORIZI 250 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30098.jpg","cope","",""
"","DANALAC KREM 3 DRITHERAT (MISERORIZOAT) 250 GR",379,"DANALAC KREM 3 DRITHERAT (MISERORIZOAT) 250 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30099.jpg","cope","",""
"","DANALAC KREM ORIZI ME QUMESHT E DRITHERA 250 GR",379,"DANALAC KREM ORIZI ME QUMESHT E DRITHERA 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30095.jpg","cope","",""
"","DANALAC KREM ORIZI ORGANIK 250 GR",499,"DANALAC KREM ORIZI ORGANIK 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30101.png","cope","",""
"","DANALAC KREM QUMESHTI GRURE DHE 5 FRUTA",419,"DANALAC KREM QUMESHTI GRURE DHE 5 FRUTA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30097.jpg","cope","",""
"","DANALAC KREM QUMESHTI SHUME DRITHERA 250 GR",419,"DANALAC KREM QUMESHTI SHUME DRITHERA 250 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM30096.png","cope","",""
"","FONTENOCE UJE PER FEMIJE 1.5L",180,"FONTENOCE UJE PER FEMIJE 1.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/FONTENOCE-UJE-PER-FEMIJE-1.5L.jpg","cope","",""
"","HERO BEBE BOSKOTA PER FEMIJE 190GR",79,"HERO BEBE BOSKOTA PER FEMIJE 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04665.png","cope","",""
"","HIPP UJE PER BEBE 1.5L",245,"HIPP UJE PER BEBE 1.5L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02128.jpg","cope","",""
"","NOYNOY FARINE LACTEE DRITHERA 300GR",589,"NOYNOY FARINE LACTEE DRITHERA 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06408.jpg","cope","",""
"","NOYNOY FRISOGROW 1-2 VJEC 400GR",1229,"NOYNOY FRISOGROW 1-2 VJEC 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06406.jpg","cope","",""
"","NOYNOY FRISOLAC 0-6MUAJ 400GR",1350,"NOYNOY FRISOLAC 0-6MUAJ 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/NOY-NOY.jpg","cope","",""
"","NOYNOY FRISOMEL 400 GR",1229,"NOYNOY FRISOMEL 400 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07857.jpg","cope","",""
"","NOYNOY FRUIT CREAM 3 FRUITS (DRITHERA ME 3 FRUTA",830,"NOYNOY FRUIT CREAM 3 FRUITS (DRITHERA ME 3 FRUTA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06410.jpg","cope","",""
"","NOYNOY FRUIT CREAM 5 FRUITS (DRITHERA ME 5 FRUTA",849,"NOYNOY FRUIT CREAM 5 FRUITS (DRITHERA ME 5 FRUTA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06411.jpg","cope","",""
"","NOYNOY KREM BISKOTE 300GR",839,"NOYNOY KREM BISKOTE 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06409.jpg","cope","",""
"","NOYNOY KREM VANILJE ME DRITHERA 350GR",855,"NOYNOY KREM VANILJE ME DRITHERA 350GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06412.jpg","cope","",""
"","NOYNOY QUMESHT  KID",179,"NOYNOY QUMESHT  KID","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04754.jpg","cope","",""
"","NOYNOY QUMESHT I KONDENSUAR FULL FAT",215,"NOYNOY QUMESHT I KONDENSUAR FULL FAT","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07856.jpg","cope","",""
"","NOYNOY QUMESHT I KONDENSUAR LIGHT FULL FAT 400GR",215,"NOYNOY QUMESHT I KONDENSUAR LIGHT FULL FAT 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16200.jpg","cope","",""
"","NOYNOY QUMESHT NOULAC",179,"NOYNOY QUMESHT NOULAC","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04755.jpg","cope","",""
"","PARMALAT QUMESHT PER FEMIJE 500ML",169,"PARMALAT QUMESHT PER FEMIJE 500ML","https://bli.ecomarket.al/wp-content/uploads/2020/04/PARMALAT-QUMESHT-PER-FEMIJE-500ML.jpg","cope","",""
"","PLASMON KREM DRITHRASH ORIZI 230GR",375,"PLASMON KREM DRITHRASH ORIZI 230GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM17426.jpg","cope","",""
"","PLASMON KREM KATER DRITHRAT 4 MUAJ 230GR",375,"PLASMON KREM KATER DRITHRAT 4 MUAJ 230GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM22029.jpg","cope","",""
"","PLASMON BISKOTE 6 MUAJ 320GR",415,"PLASMON BISKOTE 6 MUAJ 320GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PLASMON-BISKOTE-6-MUAJ-320GR.jpg","cope","",""
"","PLASMON BISKOTE 6 MUAJ 720GR",850,"PLASMON BISKOTE 6 MUAJ 720GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07973.jpg","cope","",""
"","PLASMON BISKOTE BIBERONI 4 MUAJ 600GR",739,"PLASMON BISKOTE BIBERONI 4 MUAJ 600GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM06443.jpg","cope","",""
"","PLASMON FORMAGGINO 4 MUAJ 2X80GR",415,"PLASMON FORMAGGINO 4 MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM06450.jpg","cope","",""
"","PLASMON KREM MUALEBI BISKOTE 6 MUAJ 250GR",600,"PLASMON KREM MUALEBI BISKOTE 6 MUAJ 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28828.jpg","cope","",""
"","PLASMON KREM MUALEBI ME FRUTA 6 MUAJ 250GR",600,"PLASMON KREM MUALEBI ME FRUTA 6 MUAJ 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28827.jpg","cope","",""
"","PLASMON MAKARONA N.1 SABIOLINI 4 MUAJ 320GR",230,"PLASMON MAKARONA N.1 SABIOLINI 4 MUAJ 320GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm06445.jpg","cope","",""
"","PLASMON MAKARONA N.2 POKERINI 6 MUAJ 340GR",230,"PLASMON MAKARONA N.2 POKERINI 6 MUAJ 340GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM06449.jpg","cope","",""
"","PLASMON MAKARONA N.3 STELLINE 6 MUAJ 340GR",250,"PLASMON MAKARONA N.3 STELLINE 6 MUAJ 340GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PLASMON-MAKARONA-N.3-STELLINE-6-MUAJ-340GR.png","cope","",""
"","PLASMON MAKARONA N.4 FILIANGELI 6 MUAJ 340GR",250,"PLASMON MAKARONA N.4 FILIANGELI 6 MUAJ 340GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PLASMON-MAKARONA-N.4-FILIANGELI-6-MUAJ-340GR.png","cope","",""
"","PLASMON MAKARONA N.5 ASTRINI 10 MUAJ 340GR",230,"PLASMON MAKARONA N.5 ASTRINI 10 MUAJ 340GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/astrini.jpg","cope","",""
"","PLASMON MAKARONA N.6 PUNTINE 6 MUAJ 340GR",250,"PLASMON MAKARONA N.6 PUNTINE 6 MUAJ 340GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PLASMON-MAKARONA-N.6-PUNTINE-6-MUAJ-340GR.jpg","cope","",""
"","PLASMON MISH PULE 4 MUAJ 2X80GR",375,"PLASMON MISH PULE 4 MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PLASMON-MISH-PULE-4-MUAJ-2X80GR.jpg","cope","",""
"","PLASMON MISH VICI 4MUAJ 2X80GR",390,"PLASMON MISH VICI 4MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM09229.jpg","cope","",""
"","PLASMON ORIZ BEBI N.1 4 MUAJ 300GR",245,"PLASMON ORIZ BEBI N.1 4 MUAJ 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28830.png","cope","",""
"","PLASMON PURE BANANE- MOLLE 4 MUAJ 2X104GR",259,"PLASMON PURE BANANE- MOLLE 4 MUAJ 2X104GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28831.jpg","cope","",""
"","PLASMON PURE KAROTE 4 MUAJ 2X80GR",259,"PLASMON PURE KAROTE 4 MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28832.jpg","cope","",""
"","PLASMON PURE ME PERIME 4 MUAJ 2X80GR",245,"PLASMON PURE ME PERIME 4 MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM10431.jpg","cope","",""
"","PLASMON PURE MOLLE 4 MUAJ 2X208GR",259,"PLASMON PURE MOLLE 4 MUAJ 2X208GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM06452.png","cope","",""
"","PLASMON PURE VICI ME PERIME &MIELL ORIZI 6 MUAJ 2X80GR",415,"PLASMON PURE VICI ME PERIME &MIELL ORIZI 6 MUAJ 2X80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28833.png","cope","",""
"","KITEKAT CHICKEN 100GR",60,"KITEKAT CHICKEN 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09589.png","cope","",""
"","KITEKAT DRY BEEF 300GR",179,"KITEKAT DRY BEEF 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09386.jpg","cope","",""
"","KITEKAT DRY POULTRY 300GR",179,"KITEKAT DRY POULTRY 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09387.png","cope","",""
"","KITEKAT LAMB 100GR",60,"KITEKAT LAMB 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03337.jpg","cope","",""
"","KITEKAT SALMON 100GR",60,"KITEKAT SALMON 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM03338.png","cope","",""
"","MIGLIOR GATTO LETTIERA RERE PER MACE 5 KG",289,"MIGLIOR GATTO LETTIERA RERE PER MACE 5 KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/miglior-gatto-lettiera-5-kg.jpg","cope","",""
"","SHEBA CHICKEN 85GR",100,"SHEBA CHICKEN 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM25073.png","cope","",""
"","SHEBA SALMON 85GR",100,"SHEBA SALMON 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25074.jpg","cope","",""
"","WHISKAS ADULT CHICKEN 300GR",219,"WHISKAS ADULT CHICKEN 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm18889.jpg","cope","",""
"","WHISKAS B&C DRY 300GR",219,"WHISKAS B&C DRY 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM03349.jpg","cope","",""
"","WHISKAS BEEF 100GR",75,"WHISKAS BEEF 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM03347.jpg","cope","",""
"","WHISKAS BEEF 400GR",219,"WHISKAS BEEF 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03346.jpg","cope","",""
"","WHISKAS CASS BEEF 85GR",75,"WHISKAS CASS BEEF 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM24044.jpg","cope","",""
"","WHISKAS CASS CHICKEN 85GR",75,"WHISKAS CASS CHICKEN 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM24045.jpg","cope","",""
"","WHISKAS CASSEROLE 4x85GR",269,"WHISKAS CASSEROLE 4x85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24046.jpg","cope","",""
"","WHISKAS CHICKEN DRY 300GR",219,"WHISKAS CHICKEN DRY 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03350.jpg","cope","",""
"","WHISKAS JUN.CHICKEN 100GR",75,"WHISKAS JUN.CHICKEN 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03348.jpg","cope","",""
"","WHISKAS SALMON 100GR",75,"WHISKAS SALMON 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM09658.jpg","cope","",""
"","PEDIGREE BEEF 100GR",75,"PEDIGREE BEEF 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM25072.png","cope","",""
"","PEDIGREE BISCROK 200GR",179,"PEDIGREE BISCROK 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM03344.jpg","cope","",""
"","PEDIGREE DENTA STIX M -180GR",219,"PEDIGREE DENTA STIX M -180GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25071.jpg","cope","",""
"","PEDIGREE DRY BEEF 500GR",269,"PEDIGREE DRY BEEF 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09138-1.jpg","cope","",""
"","PEDIGREE DRY BEEF 500GR",269,"PEDIGREE DRY BEEF 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/PEDIGREE-DRY-BEEF-500GR.png","cope","",""
"","PEDIGREE JUNIOR CHICKEN 100GR",75,"PEDIGREE JUNIOR CHICKEN 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM03343.png","cope","",""
"","PEDIGREE RODEO 70GR",109,"PEDIGREE RODEO 70GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm11227.jpg","cope","",""
"","PEDIGREE POUCH MULTIPACK 4*100GR",209,"PEDIGREE POUCH MULTIPACK 4*100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM16605.jpg","cope","",""
"","AMA EKSPRES KAFE CAPSULE S27 - WHITE",8990,"AMA EKSPRES KAFE CAPSULE S27 - WHITE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29663.png","cope","",""
"","AMA EKSPRES KAFE S27",8990,"AMA EKSPRES KAFE S27","https://bli.ecomarket.al/wp-content/uploads/2020/03/EKSPRES-AMA-2.jpg","cope","",""
"","ELKA BOMBOLA GAZI 190 GR",99,"ELKA BOMBOLA GAZI 190 GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM01509.png","cope","",""
"","DAUTI BOMBULA GAZI 190GR",79,"DAUTI BOMBULA GAZI 190GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm07329.png","cope","",""
"","DOPLA GOTA PLASTIKE TE BARDHA  200ML",129,"DOPLA GOTA PLASTIKE TE BARDHA  200ML","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm16380-1.jpg","cope","",""
"","FINO LETER ALUMIN 10M",139,"FINO LETER ALUMIN 10M","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03442.jpg","cope","",""
"","FINO LETER ALUMIN 20M",239,"FINO LETER ALUMIN 20M","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03443.jpg","cope","",""
"","FINO LETER PJEKJE PAPER",179,"FINO LETER PJEKJE PAPER","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04169-2.jpg","cope","",""
"","FINO QESE PAKETIMI 20M",159,"FINO QESE PAKETIMI 20M","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03444.jpg","cope","",""
"","FINO QESE PAKETIMI 30M",189,"FINO QESE PAKETIMI 30M","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03445.jpg","cope","",""
"","FINO SFUNGJER ABRAZIV 3PCS",105,"FINO SFUNGJER ABRAZIV 3PCS","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24607.jpg","cope","",""
"","FINO SFUNGJER ENESH",55,"FINO SFUNGJER ENESH","https://bli.ecomarket.al/wp-content/uploads/2020/04/fino-sfungjer-enesh.jpg","cope","",""
"","FINO TEFLON SCOURER",55,"FINO TEFLON SCOURER","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm03457-1.jpg","cope","",""
"","GOSIA LECKE PER PLUHURA 32X38CM",169,"GOSIA LECKE PER PLUHURA 32X38CM","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM24315.jpg","cope","",""
"","AJAX PASTRUES PLLAKASH GREEN 1L",219,"AJAX PASTRUES PLLAKASH GREEN 1L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03193-1.jpg","cope","",""
"","AJAX PASTRUES PLLAKASH RED 1L",219,"AJAX PASTRUES PLLAKASH RED 1L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03194-1.jpg","cope","",""
"","ARIEL DETERGJENT OXY 2KG",599,"ARIEL DETERGJENT OXY 2KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/ariel.png","cope","",""
"","ARIEL KAPSULA LARJE  PODS 6X15PCS",655,"ARIEL KAPSULA LARJE  PODS 6X15PCS","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25843.jpg","cope","",""
"","ARIEL MOUNTAIN SPRING 3KG",945,"ARIEL MOUNTAIN SPRING 3KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/Ariel-mountain-spring-3kg.jpg","cope","",""
"","BIOAKTIV DETERGJENT PLUHUR MOUNTAIN FRESH 3KG",429,"BIOAKTIV DETERGJENT PLUHUR MOUNTAIN FRESH 3KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03486.png","cope","",""
"","BIOAKTIV DETERGJENT PLUHUR SOFT&SENSITIVE 3KG",429,"BIOAKTIV DETERGJENT PLUHUR SOFT&SENSITIVE 3KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03492.png","cope","",""
"","BIOAKTIV DETERGJENT RROBASH FRESH 3KG",429,"BIOAKTIV DETERGJENT RROBASH FRESH 3KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03488.jpg","cope","",""
"","CALGON LENG 750ML",729,"CALGON LENG 750ML","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM01480.jpg","cope","",""
"","CALGON PLUHUR EXPRES ACTION 500GR",410,"CALGON PLUHUR EXPRES ACTION 500GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM19626.jpg","cope","",""
"","CALGON TABLET 12 PZ 2IN1",639,"CALGON TABLET 12 PZ 2IN1","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM24957.jpg","cope","",""
"","CALGON TABLET 8 EXPRES BALL",389,"CALGON TABLET 8 EXPRES BALL","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM27052.jpg","cope","",""
"","COCCOLINO BLUE BOOST  67LARJE  1.68L",519,"COCCOLINO BLUE BOOST  67LARJE  1.68L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM19468.jpg","cope","",""
"","COCCOLINO BLUE BOOST 0.925 L",289,"COCCOLINO BLUE BOOST 0.925 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26723.jpg","cope","",""
"","COCCOLINO BLUE SPLASH 1.05 L",289,"COCCOLINO BLUE SPLASH 1.05 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26725.jpg","cope","",""
"","COCCOLINO BLUE SPLASH 72 LARJE 1.8L",529,"COCCOLINO BLUE SPLASH 72 LARJE 1.8L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26731.jpg","cope","",""
"","COCCOLINO LAVANDER 67LARJE  1.68L",519,"COCCOLINO LAVANDER 67LARJE  1.68L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26729.jpg","cope","",""
"","COCCOLINO PINK BOOST 0.925 L",289,"COCCOLINO PINK BOOST 0.925 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26722.jpg","cope","",""
"","COCCOLINO PURPLE  67LARJE  1.68L",519,"COCCOLINO PURPLE  67LARJE  1.68L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM19469.jpg","cope","",""
"","COCCOLINO SENSITIV 72 LARJE 1.8L",529,"COCCOLINO SENSITIV 72 LARJE 1.8L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26730.jpg","cope","",""
"","COCCOLINO WATER LILY 0.925 L",289,"COCCOLINO WATER LILY 0.925 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26721.jpg","cope","",""
"","DASH DETERGJENT LIKUID COL (17) 0.935L",420,"DASH DETERGJENT LIKUID COL (17) 0.935L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25826.png","cope","",""
"","DASH DETERGJENT LIKUID COL (19) 1.045L",459,"DASH DETERGJENT LIKUID COL (19) 1.045L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29422.png","cope","",""
"","COCCOLINO SENSITIV 1.05 L",289,"COCCOLINO SENSITIV 1.05 L","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26724.jpg","cope","",""
"","DASH DETERGJENT LIKUID COL (25) 1.375L",605,"DASH DETERGJENT LIKUID COL (25) 1.375L","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29424.png","cope","",""
"","DASH DETERGJENT LIKUID REG (25) 1.375L",605,"DASH DETERGJENT LIKUID REG (25) 1.375L","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM29423.png","cope","",""
