"productCode","name","price","description","imageURL","unit","Category code","Group code"
"","DIVELLA MAKARONA COCCIOLINI NO59 500GR",62,"DIVELLA MAKARONA COCCIOLINI NO59 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta21.png","cope","",""
"","DIVELLA MAKARONA DITALI NO61 500GR",62,"DIVELLA MAKARONA DITALI NO61 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/ma061.jpg","cope","",""
"","DIVELLA MAKARONA ELICOIDALI NO22 500GR",62,"DIVELLA MAKARONA ELICOIDALI NO22 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta3.png","cope","",""
"","DIVELLA MAKARONA FARFALE ME NGJYRA NO85 500GR",149,"DIVELLA MAKARONA FARFALE ME NGJYRA NO85 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MS85C.jpg","cope","",""
"","DIVELLA MAKARONA FUSILLETI NO51 500GR",62,"DIVELLA MAKARONA FUSILLETI NO51 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta13.png","cope","",""
"","DIVELLA MAKARONA FETTUCCINE NO12 500GR",75,"DIVELLA MAKARONA FETTUCCINE NO12 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta28.png","cope","",""
"","DIVELLA MAKARONA FUSILLI NO40 500GR",75,"DIVELLA MAKARONA FUSILLI NO40 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta31.png","cope","",""
"","DIVELLA MAKARONA GNOCHI NO45 500GR",62,"DIVELLA MAKARONA GNOCHI NO45 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta7-1.png","cope","",""
"","DIVELLA MAKARONA GOMITI NO53 500GR",62,"DIVELLA MAKARONA GOMITI NO53 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta15.png","cope","",""
"","DIVELLA MAKARONA LASAGNE NO108 500GR",219,"DIVELLA MAKARONA LASAGNE NO108 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/ms108.jpg","cope","",""
"","DIVELLA MAKARONA LINGUINE 1 KG",150,"DIVELLA MAKARONA LINGUINE 1 KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta36.png","cope","",""
"","DIVELLA MAKARONA FARFALLE NO85 500GR",149,"DIVELLA MAKARONA FARFALLE NO85 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta22.png","cope","",""
"","DIVELLA MAKARONA LINGUINE NO14 500GR",62,"DIVELLA MAKARONA LINGUINE NO14 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta38.png","cope","",""
"","DIVELLA MAKARONA LUMANCHE NO50 500GR",62,"DIVELLA MAKARONA LUMANCHE NO50 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta17.png","cope","",""
"","DIVELLA MAKARONA LUMANCHINE NO52 500GR",62,"DIVELLA MAKARONA LUMANCHINE NO52 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta18.png","cope","",""
"","DIVELLA MAKARONA CHIFFERINI LISCI NO48 500GR",62,"DIVELLA MAKARONA CHIFFERINI LISCI NO48 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta20.png","cope","",""
"","DIVELLA MAKARONA MARGHERITINE NO60 500GR",62,"DIVELLA MAKARONA MARGHERITINE NO60 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta16.png","cope","",""
"","DIVELLA MAKARONA MEZZE PENNE RIGATE NO42 500GR",62,"DIVELLA MAKARONA MEZZE PENNE RIGATE NO42 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta35.png","cope","",""
"","DIVELLA MAKARONA MEZZI RIGATONI NO18 500GR",62,"DIVELLA MAKARONA MEZZI RIGATONI NO18 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapastaa.png","cope","",""
"","DIVELLA MAKARONA MISTA NO41 500GR",62,"DIVELLA MAKARONA MISTA NO41 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta9.png","cope","",""
"","DIVELLA MAKARONA NOCELLINE RIGATE NO57 500GR",62,"DIVELLA MAKARONA NOCELLINE RIGATE NO57 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta12.png","cope","",""
"","DIVELLA MAKARONA PATERNOSTI LISCI NO62 500GR",62,"DIVELLA MAKARONA PATERNOSTI LISCI NO62 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta23.png","cope","",""
"","DIVELLA MAKARONA SPAGHETTI 1 KG",150,"DIVELLA MAKARONA SPAGHETTI 1 KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta24.png","cope","",""
"","DIVELLA MAKARONA SPAGHETTI RISTO NO8",75,"DIVELLA MAKARONA SPAGHETTI RISTO NO8","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta39.png","cope","",""
"","DIVELLA MAKARONA SPAGHETTI RISTO NO8 500GR",62,"DIVELLA MAKARONA SPAGHETTI RISTO NO8 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta39.png","cope","",""
"","DIVELLA MAKARONA SPAGHETTINI NO9 500GR",62,"DIVELLA MAKARONA SPAGHETTINI NO9 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta37.png","cope","",""
"","DIVELLA MAKARONA SPECIALE MAFALDINE NO81 500GR",149,"DIVELLA MAKARONA SPECIALE MAFALDINE NO81 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/ms081.jpg","cope","",""
"","DIVELLA MAKARONA ROSMARINE NO70 500GR",62,"DIVELLA MAKARONA ROSMARINE NO70 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta11.png","cope","",""
"","DIVELLA MAKARONA SEME DI CICORIA NO73 500GR",62,"DIVELLA MAKARONA SEME DI CICORIA NO73 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta8.png","cope","",""
"","DIVELLA MAKARONA SEME DI MELONE NO72 500GR",62,"DIVELLA MAKARONA SEME DI MELONE NO72 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta6.png","cope","",""
"","DIVELLA MAKARONA PENNONI RIGATI NO29 500GR",62,"DIVELLA MAKARONA PENNONI RIGATI NO29 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta33.png","cope","",""
"","DIVELLA MAKARONA PIGNOLINA NO71 500GR",62,"DIVELLA MAKARONA PIGNOLINA NO71 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta25.png","cope","",""
"","DIVELLA MAKARONA PIPE RIGATE NO56 500GR",62,"DIVELLA MAKARONA PIPE RIGATE NO56 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta10.png","cope","",""
"","DIVELLA MAKARONA RIGATONI NO17 500GR",62,"DIVELLA MAKARONA RIGATONI NO17 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta14.png","cope","",""
"","DIVELLA MAKARONA SPECIALE TAGLIATELLE NO91",149,"DIVELLA MAKARONA SPECIALE TAGLIATELLE NO91","https://bli.ecomarket.al/wp-content/uploads/2020/04/MS091.png","cope","",""
"","DIVELLA MAKARONA STELLINE NO74 500GR",62,"DIVELLA MAKARONA STELLINE NO74 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta34.png","cope","",""
"","DIVELLA MAKARONA TOFFE NO54 500GR",62,"DIVELLA MAKARONA TOFFE NO54 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta19.png","cope","",""
"","DIVELLA MAKARONA VERMICELLI NO7 500GR",62,"DIVELLA MAKARONA VERMICELLI NO7 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta29.png","cope","",""
"","DIVELLA MAKARONA VERMICELLINI NO10 500GR",62,"DIVELLA MAKARONA VERMICELLINI NO10 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta26.png","cope","",""
"","DIVELLA ORIZ ARBORIO 1KG",369,"DIVELLA ORIZ ARBORIO 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/mo000.jpg","cope","",""
"","DIVELLA ORIZ CARNAROLI 1KG",369,"DIVELLA ORIZ CARNAROLI 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/mo002.jpg","cope","",""
"","DIVELLA ORIZ ORIGINARIO 1KG",155,"DIVELLA ORIZ ORIGINARIO 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/mo005.jpg","cope","",""
"","DIVELLA ORIZ PARBOILED 1KG",289,"DIVELLA ORIZ PARBOILED 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/mo003.jpg","cope","",""
"","DIVELLA MAKARONA PENNE ZITI RIGATE NO27 500GR",62,"DIVELLA MAKARONA PENNE ZITI RIGATE NO27 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellapasta32.png","cope","",""
"","DIVELLA POLENTA 500 GR",99,"DIVELLA POLENTA 500 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/DIVELLA-POLENTA-500-GR.jpg","cope","",""
"","ECO MARKET ORIZ KLASIK JESHIL 1KG",145,"ECO MARKET ORIZ KLASIK JESHIL 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/ecooriz.png","cope","",""
"","ECO MARKET ORIZ KOKERGJATE 1KG",95,"ECO MARKET ORIZ KOKERGJATE 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/ECO-MARKET-ORIZ-KOKERGJATE-1KG.png","cope","",""
"","PRIMAVERA ORIZ SPECIAL 1KG",149,"PRIMAVERA ORIZ SPECIAL 1KG","https://bli.ecomarket.al/wp-content/uploads/2021/04/MO032.png","cope","",""
"","SCOTTI ORIGINARIO 1KG",189,"SCOTTI ORIGINARIO 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25954.png","cope","",""
"","SCOTTI ORIZ BASMATI 500GR",249,"SCOTTI ORIZ BASMATI 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SCOTTI-ORIZ-BASMATI-500GR.png","cope","",""
"","OMEGA THJERREZA 500GR",189,"OMEGA THJERREZA 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00199.jpg","cope","",""
"","PRIMAVERA ORIZ KLASIK 1KG",125,"PRIMAVERA ORIZ KLASIK 1KG","https://bli.ecomarket.al/wp-content/uploads/2021/04/MO031.png","cope","",""
"","PRIMAVERA ORIZ KOKERGJATE 1KG",99,"PRIMAVERA ORIZ KOKERGJATE 1KG","https://bli.ecomarket.al/wp-content/uploads/2021/04/MO030.png","cope","",""
"","DIVELLA ORIZ RIBE 1KG",289,"DIVELLA ORIZ RIBE 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/mo001.jpg","cope","",""
"","SCOTTI ORIZ EKSTRA 1KG",209,"SCOTTI ORIZ EKSTRA 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16876.png","cope","",""
"","ECO MARKET ORIZ SPECIAL BLU 1KG",165,"ECO MARKET ORIZ SPECIAL BLU 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/IMG_3839.jpg","cope","",""
"","FERRA KING ORIZ I VERDHE 1KG",159,"FERRA KING ORIZ I VERDHE 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01705.jpg","cope","",""
"","SCOTTI ORIZ INTEGRAL PARBOILED 1 KG",310,"SCOTTI ORIZ INTEGRAL PARBOILED 1 KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07871.png","cope","",""
"","SCOTTI ORIZ PARBOILED NE VAKUM 1KG",169,"SCOTTI ORIZ PARBOILED NE VAKUM 1KG","https://bli.ecomarket.al/wp-content/uploads/2021/04/2700000100558-SM10585-SCOTTI-ORIZ-PARBOILED-NE-VAKUM-1KG.png","cope","",""
"","SCOTTI ORIZ PARBOILED VAKUM 1KG NON SCUOCE",189,"SCOTTI ORIZ PARBOILED VAKUM 1KG NON SCUOCE","https://bli.ecomarket.al/wp-content/uploads/2020/04/SCOTTI-ORIZ-PARBOILED-VAKUM-1KG-NON-SCUOCE.jpg","cope","",""
"","STAR SAIKEBON NUDOLINI PULE E PERIME 60GR",149,"STAR SAIKEBON NUDOLINI PULE E PERIME 60GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/STAR-SAIKEBON-NUDOLINI-PULE-E-PERIME-60GR.jpg","cope","",""
"","STAR YAKISOBA NUDOLINI PULE 93GR",199,"STAR YAKISOBA NUDOLINI PULE 93GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/STAR-YAKISOBA-NUDOLINI-PULE-93GR.jpg","cope","",""
"","STAR YAKISOBA NUDOLINI VICI 93GR",199,"STAR YAKISOBA NUDOLINI VICI 93GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/STAR-YAKISOBA-NUDOLINI-VICI-93GR.jpg","cope","",""
"","TEUTA AMARANTH 250GR",240,"TEUTA AMARANTH 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/teuta-fara-amaranth-1.jpg","cope","",""
"","TEUTA COUS COUS 500GR",165,"TEUTA COUS COUS 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/teuta-cous-cous-1.jpg","cope","",""
"","TEUTA FASULE GOLD 0.5KG",140,"TEUTA FASULE GOLD 0.5KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm06602.png","cope","",""
"","TEUTA FASULE GOLD 1KG",265,"TEUTA FASULE GOLD 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM02929.jpg","cope","",""
"","GALLINA BIANCA YAKISOBA NOODLES CLASSIC 93GR",199,"GALLINA BIANCA YAKISOBA NOODLES CLASSIC 93GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/gb.jpg","cope","",""
"","TEUTA ORIZ GOLD JESHIL 1KG",139,"TEUTA ORIZ GOLD JESHIL 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/teuta-oriz-jeshil.jpg","cope","",""
"","TEUTA ORIZ LONG GRAIN 1KG",95,"TEUTA ORIZ LONG GRAIN 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02922.png","cope","",""
"","TEUTA THJERZA 500 GR",145,"TEUTA THJERZA 500 GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/thjerreza.png","cope","",""
"","THJERRREZA KOKERR VOGEL 500GR",125,"THJERRREZA KOKERR VOGEL 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm25529.png","cope","",""
"","TRAHANA KLENTIS 230GR",50,"TRAHANA KLENTIS 230GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM24376.jpg","cope","",""
"","TEUTA ORIZ GOLD BLU 1KG",165,"TEUTA ORIZ GOLD BLU 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/orizblu1.png","cope","",""
"","TEUTA ORIZ KOKER GJATE PARBOILED",115,"TEUTA ORIZ KOKER GJATE PARBOILED","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM02921.jpg","cope","",""
"","TEUTA ORIZ PAKO KUQE RRUMBULLAK",139,"TEUTA ORIZ PAKO KUQE RRUMBULLAK","https://bli.ecomarket.al/wp-content/uploads/2020/03/oriz.png","cope","",""
"","TEUTA ORIZ PARABOILED VAKUM 1KG NE KUTI",179,"TEUTA ORIZ PARABOILED VAKUM 1KG NE KUTI","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM28661.jpg","cope","",""
"","TEUTA THJERZA TE KUQE 500GR",129,"TEUTA THJERZA TE KUQE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm22940.jpg","cope","",""
"","DIVELLA MIELL 00 1KG",99,"DIVELLA MIELL 00 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/divellamiell00.png","cope","",""
"","DIVELLA MIELL INTEGRAL 1000 GR",169,"DIVELLA MIELL INTEGRAL 1000 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/mi013.jpg","cope","",""
"","ECO MARKET MIELL GRURI 00 1KG",69,"ECO MARKET MIELL GRURI 00 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/ecomiell.png","cope","",""
"","FERRA KING MIELL 1KG",69,"FERRA KING MIELL 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27272.jpg","cope","",""
"","OLA MIELL 1KG",99,"OLA MIELL 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00172.png","cope","",""
"","PRIMA MIELL 1KG",69,"PRIMA MIELL 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/03/primamiell1.png","cope","",""
"","PRIMA MIELL 1KG PER BYREK",69,"PRIMA MIELL 1KG PER BYREK","https://bli.ecomarket.al/wp-content/uploads/2020/03/primamiell.png","cope","",""
"","PRIMA MIELL 1KG PER EMBELSIRE",80,"PRIMA MIELL 1KG PER EMBELSIRE","https://bli.ecomarket.al/wp-content/uploads/2020/04/PRIMA-MIELL-1KG-PER-EMBELSIRE.png","cope","",""
"","PRIMA MIELL GRURI INTEGRAL  1KG",95,"PRIMA MIELL GRURI INTEGRAL  1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/miell-prima-integral.jpg","cope","",""
"","TEUTA MIELL MISRI I VERDHE 400GR",49,"TEUTA MIELL MISRI I VERDHE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-MIELL-MISRI-I-VERDHE-400GR.png","cope","",""
"","TEUTA MIELL ORIZI 250GR",49,"TEUTA MIELL ORIZI 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/teuta-miell-orizi.png","cope","",""
"","TEUTA MIELL PAKO BLU 1KG",80,"TEUTA MIELL PAKO BLU 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02928.png","cope","",""
"","DR.OETKER MAJA E THATE 4 IN 1",99,"DR.OETKER MAJA E THATE 4 IN 1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27567.jpg","cope","",""
"","DR.OETKER PLUHUR PJEKJE 1&50GR",19,"DR.OETKER PLUHUR PJEKJE 1&50GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27563.jpg","cope","",""
"","DR.OETKER PLUHUR PJEKJE 6 + 1",99,"DR.OETKER PLUHUR PJEKJE 6 + 1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27564.jpg","cope","",""
"","HASMAYA MAJA BUKE 125GR",70,"HASMAYA MAJA BUKE 125GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm21666.jpg","cope","",""
"","KRACO NISESHTE 200GR",35,"KRACO NISESHTE 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm17901.jpg","cope","",""
"","KRACO NISESHTE 350GR",55,"KRACO NISESHTE 350GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM19614.png","cope","",""
"","PANEANGELI LIEVITO FRYRES ME VANILJE PER EMBELSIRA 3 BUSTINA",189,"PANEANGELI LIEVITO FRYRES ME VANILJE PER EMBELSIRA 3 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29375.jpg","cope","",""
"","TEUTA SODE BUKE 100GR",29,"TEUTA SODE BUKE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/soda.png","cope","",""
"","TEUTA SODE BUKE 20GR",15,"TEUTA SODE BUKE 20GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sode-buke-teuta.png","cope","",""
"","TEUTA NISESHTE 250GR",35,"TEUTA NISESHTE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/sm02930.jpg","cope","",""
"","TEUTA NISESHTE 400GR",49,"TEUTA NISESHTE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/niseshte.png","cope","",""
"","BARILLA MAKARONA PENNETTE INTEGRALE 500GR",149,"BARILLA MAKARONA PENNETTE INTEGRALE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00152.jpg","cope","",""
"","DIVELLA MAKARONA PENNE INTEGRALI NR.27 500GR",139,"DIVELLA MAKARONA PENNE INTEGRALI NR.27 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/msi027.jpg","cope","",""
"","DIVELLA MAKARONA TAGLIATELLE INTEGRALE 500GR",139,"DIVELLA MAKARONA TAGLIATELLE INTEGRALE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/msi091.jpg","cope","",""
"","FITNESS COKOLLATE  ME BISKOTE & KREM 23.5GR",50,"FITNESS COKOLLATE  ME BISKOTE & KREM 23.5GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm23002.jpg","cope","",""
"","FITNESS COKOLLATE  RED BERRIES 23.5GR",50,"FITNESS COKOLLATE  RED BERRIES 23.5GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26136.jpg","cope","",""
"","FITNESS COKOLLATE CHOCO BANANA 23.5GR",49,"FITNESS COKOLLATE CHOCO BANANA 23.5GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm28966.jpg","cope","",""
"","FITNESS COKOLLATE PJESHKE & KAJSI 23.5GR",50,"FITNESS COKOLLATE PJESHKE & KAJSI 23.5GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26137.jpg","cope","",""
"","MISURA CORNFLAKES 375GR",439,"MISURA CORNFLAKES 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01163.jpg","cope","",""
"","NESTLE FITNESS CEREAL 375GR",430,"NESTLE FITNESS CEREAL 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/NESTLE-FITNESS-CEREAL-375GR.jpg","cope","",""
"","NESTLE FITNESS DRITHRA ME COKOLLATE 375GR",430,"NESTLE FITNESS DRITHRA ME COKOLLATE 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07812.jpg","cope","",""
"","NESTLE FITNESS DRITHRA ME COKOLLATE TE ZEZE 375GR",430,"NESTLE FITNESS DRITHRA ME COKOLLATE TE ZEZE 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07810.jpg","cope","",""
"","NESTLE FITNESS DRITHRA ME FRUTA 375GR",430,"NESTLE FITNESS DRITHRA ME FRUTA 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07811.jpg","cope","",""
"","NESTLE FITNESS MJALTE & BAJAME 355GR",430,"NESTLE FITNESS MJALTE & BAJAME 355GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm07814.jpg","cope","",""
"","QUAKER COKOLLATE E ZEZE 375 GR",360,"QUAKER COKOLLATE E ZEZE 375 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24934.jpg","cope","",""
"","QUAKER FRUTA TE THATA 375 GR",395,"QUAKER FRUTA TE THATA 375 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24936.jpg","cope","",""
"","QUAKER QUMESHT COKOLLATE 375GR",360,"QUAKER QUMESHT COKOLLATE 375GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24935.jpg","cope","",""
"","SCOTTI GALETA RISO E MAIS 150GR",215,"SCOTTI GALETA RISO E MAIS 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SCOTTI-GALETA-RISO-150GR.png","cope","",""
"","SCOTTI GALETE BASMATI 120GR",215,"SCOTTI GALETE BASMATI 120GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SCOTTI-GALETE-BASMATI-120GR.jpg","cope","",""
"","TEUTA FARA CHIA 250GR",259,"TEUTA FARA CHIA 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24863.jpg","cope","",""
"","TEUTA FARA QUINOA E BARDHE 250GR",249,"TEUTA FARA QUINOA E BARDHE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/quinoa-bardhe-250x250-1.jpg","cope","",""
"","TEUTA FARA QUINOA TRE-NGJYRESHE 250GR",300,"TEUTA FARA QUINOA TRE-NGJYRESHE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/quinoa-3-ngjyreshe-250x250-1.jpg","cope","",""
"","TEUTA GRANOLA ME BAJAME &MJALTE 350G",269,"TEUTA GRANOLA ME BAJAME &MJALTE 350G","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-GRANOLA-ME-BAJAME-MJALTE-350G.jpg","cope","",""
"","TEUTA GRANOLA ME LAJTHI &MJALTE 350G",269,"TEUTA GRANOLA ME LAJTHI &MJALTE 350G","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-GRANOLA-ME-LAJTHI-MJALTE-350G.png","cope","",""
"","TEUTA HIKERR 250 GR",99,"TEUTA HIKERR 250 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/teuta-Hikker-250-Gr.png","cope","",""
"","TEUTA THEKER 1KG",179,"TEUTA THEKER 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/theker-theker-1kg.png","cope","",""
"","VITALIA BREAKFAST MUESLI 1KG",469,"VITALIA BREAKFAST MUESLI 1KG","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm23325.jpg","cope","",""
"","VITALIA FIT&ACTIVA MUESLI 25% FRUTA 650GR",419,"VITALIA FIT&ACTIVA MUESLI 25% FRUTA 650GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02581.jpg","cope","",""
"","VITALIA MUESLI DIET BAR 30GR",35,"VITALIA MUESLI DIET BAR 30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02585.jpg","cope","",""
"","VITALIA MUESLI FRUTA PYLLI 600GR",379,"VITALIA MUESLI FRUTA PYLLI 600GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02582.jpg","cope","",""
"","VITALIA MUESLI ME BANANE DHE COKOLLATE 600GR",349,"VITALIA MUESLI ME BANANE DHE COKOLLATE 600GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02583.jpg","cope","",""
"","VITALIA MUESLI LAJTHI&MOLLE 600GR",379,"VITALIA MUESLI LAJTHI&MOLLE 600GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/VITALIA-MUESLI-LAJTHIMOLLE-600GR.png","cope","",""
"","VITALIA SHEQER KAF TURBINADO 900 GR",285,"VITALIA SHEQER KAF TURBINADO 900 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm28313.jpg","cope","",""
"","VITALIA MUESLI TROPICAL BAR 30GR",35,"VITALIA MUESLI TROPICAL BAR 30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02584.jpg","cope","",""
"","CODAP HULALA KREM QUMESHTI 1000GR",340,"CODAP HULALA KREM QUMESHTI 1000GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02565.jpg","cope","",""
"","DR.OETKER VANILJA PLUHUR 1&50GR",19,"DR.OETKER VANILJA PLUHUR 1&50GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27565.jpg","cope","",""
"","DR.OETKER VANILJA PLUHUR 6+1",99,"DR.OETKER VANILJA PLUHUR 6+1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm27566.jpg","cope","",""
"","INSIFA COKOLLATE PER GATIM 90GR",45,"INSIFA COKOLLATE PER GATIM 90GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/Cokollate-per-gatim-insifa-1.jpg","cope","",""
"","KRACO BUDING BANANE 25 BUSTINA",25,"KRACO BUDING BANANE 25 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05837.jpg","cope","",""
"","KRACO BUDING COKOLLATE 25 BUSTINA",25,"KRACO BUDING COKOLLATE 25 BUSTINA","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05838.jpg","cope","",""
